experiment_family,training_sequence,train_dataset_name,benchmark_dataset_name,experiment_id,prediction_mode,num_keypoints,train_hand,train_input_size,lambda_hm,lambda_coord,heatmap_sigma,wing_w,wing_epsilon,n,num_seeds,read_ms_mean,read_ms_std,prep_ms_mean,prep_ms_std,h2d_ms_mean,h2d_ms_std,forward_ms_mean,forward_ms_std,write_ms_mean,write_ms_std,e2e_ms_mean,e2e_ms_std
ablation,rhd,rhd,rhd,B0,coord,21,right,256,1.0,1.0,2.0,10.0,2.0,5,5,4.422989867888675,0.024862054087682342,2.751879718180588,0.08479777252731018,0.31777299896867667,0.011595179299214858,24.08072746576072,0.4422414314955518,0.8812187305680773,0.44108427716049603,33.174265831011084,0.8579004002986361
ablation,rhd,rhd,rhd,B0,fusion,21,right,256,1.0,1.0,2.0,10.0,2.0,5,5,4.88856911781461,0.6449509366445619,2.8022017615852652,0.13028552108844285,0.31940200352034653,0.01688558828052486,27.43351329266873,0.44894445067208355,0.6688496252204366,0.0942410223100763,36.80513825425216,1.3309189164920472
ablation,rhd,rhd,rhd,B0,heatmap,21,right,256,1.0,1.0,2.0,10.0,2.0,5,5,4.464223838490758,0.06916978796407285,2.7729087700165427,0.05916801790746959,0.326979774563623,0.003478287489164739,24.28188957514196,0.35280996068071474,0.6137397934788814,0.05228032677360577,33.194258836806114,0.5590753480468035
ablation,rhd,rhd,rhd,B1,coord,10,right,256,1.0,1.0,2.0,10.0,2.0,5,5,4.392340971780655,0.048890023789766715,2.73742862816155,0.04120046214727813,0.3071294371725517,0.011802169496380816,23.911881298987613,0.2935080814049618,0.5062738279347582,0.010414298969612159,32.501505573898484,0.3381477339446511
ablation,rhd,rhd,rhd,B1,fusion,10,right,256,1.0,1.0,2.0,10.0,2.0,5,5,4.490952235997928,0.08331630382963666,2.7434940429688557,0.054726302507284434,0.3108748433304997,0.01352811002018154,24.588159827937453,0.6099198490166011,0.5227963120859574,0.017118015456449975,33.30690200629755,0.7077955260819654
ablation,rhd,rhd,rhd,B1,heatmap,10,right,256,1.0,1.0,2.0,10.0,2.0,5,5,4.428450142890291,0.07140610207286323,2.740551440695105,0.03168557487772512,0.3114367350471,0.012867711307389618,23.996621643896958,0.33627395078560246,0.5048044744048732,0.007037724264622948,32.64287533410201,0.4555657354470606
ablation,rhd,rhd,rhd,E1,coord,21,right,256,1.0,1.0,2.0,10.0,1.0,5,5,4.344211132984315,0.016509845088375216,2.7728268222152996,0.019834823237204383,0.2908502614296392,0.003499923291635802,23.50094293278397,0.1699159775320001,0.5978710184527883,0.03699856032675953,32.1089152842302,0.24098777379496697
ablation,rhd,rhd,rhd,E1,fusion,21,right,256,1.0,1.0,2.0,10.0,1.0,5,5,4.49099847572308,0.058697215520185905,2.749402663253062,0.05006736908688546,0.2944376178245747,0.002585256180557369,27.13125781921645,0.26124649569296315,0.595950483438496,0.008117779447728068,35.84481951729526,0.22915006692848686
ablation,rhd,rhd,rhd,E1,heatmap,21,right,256,1.0,1.0,2.0,10.0,1.0,5,5,4.38605863945057,0.021051108400525487,2.747942709758926,0.02460723362591616,0.29226080484405265,0.0010117110843533856,23.598608299913593,0.06922231741194108,0.573486629845456,0.004409661182737052,32.18612593781715,0.08674822754736626
ablation,rhd,rhd,rhd,E2,coord,21,right,256,1.0,1.0,2.0,10.0,4.0,5,5,4.349182913054264,0.02500126088879369,2.771642726535243,0.017817761144325695,0.2903071543984727,0.001487898077744034,23.458910028390147,0.1213491903708229,0.5877495298356676,0.04253006964528825,32.096861040036934,0.2603679529581152
ablation,rhd,rhd,rhd,E2,fusion,21,right,256,1.0,1.0,2.0,10.0,4.0,5,5,4.4209160676113335,0.049493015658321496,2.7768454153054423,0.031358338664210644,0.2943697257483229,0.0007430405747255443,27.44345856023737,0.48027757483299044,0.60078204457176,0.0047240286418689095,36.131030670611494,0.5176466732870254
ablation,rhd,rhd,rhd,E2,heatmap,21,right,256,1.0,1.0,2.0,10.0,4.0,5,5,4.358350635267173,0.018311367566372427,2.758202965159881,0.01474462939763778,0.29386925923017904,0.0009062272973978681,23.66237489554232,0.19066081893295672,0.61006751841986,0.09312914417212372,32.606567625381075,0.7829326206510254
ablation,rhd,rhd,rhd,L1,coord,21,right,256,1.5,0.5,2.0,10.0,2.0,5,5,4.338728700374019,0.0063543082966595705,2.7365744884933583,0.01958414603607557,0.2917417439169017,0.0024894506372380595,23.463724878516704,0.10566385428855778,0.5961576285291194,0.007769218268301789,32.019494497723194,0.1316478604980669
ablation,rhd,rhd,rhd,L1,fusion,21,right,256,1.5,0.5,2.0,10.0,2.0,5,5,4.367402122366362,0.017449893326367094,2.7546068924531077,0.029879200942155387,0.29470017016711153,0.0011191979945769034,27.162164313344647,0.4445261620546426,0.6088198718515263,0.009487476062197034,35.771317826181644,0.45348436081763527
ablation,rhd,rhd,rhd,L1,heatmap,21,right,256,1.5,0.5,2.0,10.0,2.0,5,5,4.363488082476058,0.02710661492653477,2.7781569755096136,0.02242541119463778,0.289474476837161,0.0023002904105231176,23.649956584251115,0.0783244651281255,0.5818870318874512,0.005730323943752584,32.24592985549243,0.11368597778799833
ablation,rhd,rhd,rhd,L2,coord,21,right,256,0.5,1.5,2.0,10.0,2.0,5,5,4.388922235114124,0.025876279985812416,2.7478173415027447,0.023886449739244992,0.29197946854861195,0.001626679035758438,23.466007900220532,0.08221663562351172,0.5911061444242309,0.01195060211443504,32.082969067809394,0.12179237470979785
ablation,rhd,rhd,rhd,L2,fusion,21,right,256,0.5,1.5,2.0,10.0,2.0,5,5,4.352960826016447,0.01964394212195411,2.7605362566791722,0.033594502060753324,0.29452976230944594,0.0028324307699156195,27.15531560997548,0.47962574427420285,0.6118302162716608,0.012890908695505294,35.75270961957539,0.4876968652148145
ablation,rhd,rhd,rhd,L2,heatmap,21,right,256,0.5,1.5,2.0,10.0,2.0,5,5,4.357657334452719,0.025827536934564434,2.7572102969989345,0.015808532478938746,0.29193549251916673,0.0041744965201801106,23.723891802934528,0.03868531910262779,0.5887240491175894,0.01105347102622366,32.31002434083787,0.054770428670640636
ablation,rhd,rhd,rhd,S1,coord,21,right,256,1.0,1.0,1.5,10.0,2.0,5,5,4.342555688132836,0.010984076693525413,2.7395742329883856,0.03627942877256788,0.29310089728856104,0.0027545828603801966,23.59010802895514,0.10736804425900036,0.5821004303441206,0.008717546645695674,32.14871015307979,0.09922116027578284
ablation,rhd,rhd,rhd,S1,fusion,21,right,256,1.0,1.0,1.5,10.0,2.0,5,5,4.350376450285635,0.019560570126365043,2.736766200656839,0.0448384912001032,0.29466276833383603,0.00240915325795164,27.1577663491895,0.2601021185066245,0.5995579352636928,0.0025750142751697425,35.71937404515631,0.2528845915699982
ablation,rhd,rhd,rhd,S1,heatmap,21,right,256,1.0,1.0,1.5,10.0,2.0,5,5,4.3664500944318005,0.014997227307384868,2.7506473843162,0.02161407620065531,0.2909423058667593,0.0025294393436471026,23.598226250956124,0.06550235723701328,0.5833400314527099,0.01281339565640993,32.18087935006038,0.07748272025777045
ablation,rhd,rhd,rhd,S2,coord,21,right,256,1.0,1.0,3.0,10.0,2.0,5,5,4.347511981224318,0.018903076522350522,2.776592311001104,0.01851269134776515,0.29034151253678275,0.002674931401811413,23.458123337172697,0.06866257059852438,0.5809440906923182,0.014465604906157083,32.04404315183904,0.11135002357644593
ablation,rhd,rhd,rhd,S2,fusion,21,right,256,1.0,1.0,3.0,10.0,2.0,5,5,4.692238303155629,0.33419777179292137,2.7814719133444172,0.020948835088397583,0.2952641607763776,0.0008333122060255384,27.5029707693677,0.23679911128405484,0.6096672823295143,0.012117288562717463,36.475519838775845,0.5338525329414004
ablation,rhd,rhd,rhd,S2,heatmap,21,right,256,1.0,1.0,3.0,10.0,2.0,5,5,4.372147362238482,0.011995227443225686,2.7754887670803954,0.022692087958732666,0.29273508269523363,0.003273945235622473,23.72505909918899,0.19078729100295733,0.8478730549159668,0.5706470640422018,32.62493786818358,0.7799486703821968
ablation,rhd,rhd,rhd,W1,coord,21,right,256,1.0,1.0,2.0,5.0,2.0,5,5,4.360725618402861,0.021388923784275655,2.7575299019897215,0.022763119259973333,0.29282782814779906,0.0012827837067855895,23.544419370834483,0.10624862742416198,0.5833446501469886,0.013598074362143558,32.13762994097641,0.14234038340193592
ablation,rhd,rhd,rhd,W1,fusion,21,right,256,1.0,1.0,2.0,5.0,2.0,5,5,4.405713549268616,0.08113953486998228,2.7971817380556496,0.040759915230762,0.29400943152618886,0.0036312038326602202,27.499870704677214,0.3581222165065431,0.5998674529979336,0.013028478394836469,36.2108179377551,0.39492756115132155
ablation,rhd,rhd,rhd,W1,heatmap,21,right,256,1.0,1.0,2.0,5.0,2.0,5,5,4.349272389800875,0.018563973122635698,2.7486100118826564,0.031001785014147024,0.2909872145139422,0.003472361193969682,23.557675732113815,0.06905105672453236,0.5823377168018206,0.007194659863368008,32.12009650505787,0.07676671876359507
ablation,rhd,rhd,rhd,W2,coord,21,right,256,1.0,1.0,2.0,15.0,2.0,5,5,4.3617604750144885,0.01461646781567875,2.7486799402420656,0.019517563129574925,0.29312695080234413,0.0016834908347468,23.48482290374163,0.07121259253088685,0.5815127434915802,0.00667815626932484,32.06248100161001,0.09474609821300371
ablation,rhd,rhd,rhd,W2,fusion,21,right,256,1.0,1.0,2.0,15.0,2.0,5,5,4.550751473302852,0.06141542358509688,2.7688669107061563,0.032833181676236445,0.2926570096626106,0.0020269801869254073,27.132601045533164,0.3830029792531296,0.5903053315769631,0.013200240054459257,35.914640055940154,0.42739630365880227
ablation,rhd,rhd,rhd,W2,heatmap,21,right,256,1.0,1.0,2.0,15.0,2.0,5,5,4.44012423065414,0.09953359398024675,2.77823798416536,0.03368319282309093,0.292483501470997,0.0023151030327484313,23.671590266625135,0.12270745673772296,0.6516453438919669,0.10942026138515541,32.50117723884342,0.4106551772528106
